citing_case,citing_holding_id,citing_direction,citing_pro_ds,citing_concept,citing_chamber,citing_pro_ds_purpose,citing_concept_cluster,citing_is_compensation,citing_core_holding,citing_justification,cited_case,cited_direction,cited_pro_ds_rate,cited_chamber,cited_year,cited_concept,cited_purpose_rate,concordance,is_concordant,is_discordant
C-394/23,1,PRO_DATA_SUBJECT,1,DATA_PROTECTION_PRINCIPLES,FIRST,1,PRINCIPLES,0,Processing customer title data to personalize commercial communication is not necessary for contract performance or legitimate interests under the GDPR.,"Court narrowly interprets contract and legitimate interest bases, finding title data processing not necessary; highlights discrimination risk for gender identity.",C-252/21,PRO_DATA_SUBJECT,0.625,GRAND_CHAMBER,2023,CONSENT_BASIS,0.75,CONCORDANT_PRO_DS,True,False
C-394/23,1,PRO_DATA_SUBJECT,1,DATA_PROTECTION_PRINCIPLES,FIRST,1,PRINCIPLES,0,Processing customer title data to personalize commercial communication is not necessary for contract performance or legitimate interests under the GDPR.,"Court narrowly interprets contract and legitimate interest bases, finding title data processing not necessary; highlights discrimination risk for gender identity.",C-439/19,PRO_DATA_SUBJECT,0.75,GRAND_CHAMBER,2021,DATA_PROTECTION_PRINCIPLES,0.5,CONCORDANT_PRO_DS,True,False
C-416/23,1,MIXED,0,DPA_POWERS,FIRST,1,ENFORCEMENT,0,"The concept of ""request"" in Article 57(4) GDPR covers complaints lodged under Article 57(1)(f) and Article 77(1) GDPR with supervisory authorities.","Expands DPA powers to refuse complaints but only as an exception requiring strict interpretation, balancing DPA efficiency with data subject rights.",C-487/21,NEUTRAL_OR_UNCLEAR,0.5,FIRST,2023,RIGHT_OF_ACCESS,0.5,MIXED_CITED,False,False
C-416/23,1,MIXED,0,DPA_POWERS,FIRST,1,ENFORCEMENT,0,"The concept of ""request"" in Article 57(4) GDPR covers complaints lodged under Article 57(1)(f) and Article 77(1) GDPR with supervisory authorities.","Expands DPA powers to refuse complaints but only as an exception requiring strict interpretation, balancing DPA efficiency with data subject rights.",C-132/21,PRO_DATA_SUBJECT,1.0,FIRST,2023,REMEDIES_COMPENSATION,1.0,DISCORDANT_CITED_PRO_DS,False,True
C-416/23,2,PRO_DATA_SUBJECT,1,DPA_POWERS,FIRST,1,ENFORCEMENT,0,Requests cannot be classified as excessive solely based on their number; the supervisory authority must demonstrate abusive intention by the complainant.,"Sets high threshold for DPAs to refuse complaints by requiring proof of abusive intent, not mere high volume of complaints.",C-307/22,PRO_DATA_SUBJECT,1.0,FIRST,2023,RIGHT_OF_ACCESS,1.0,CONCORDANT_PRO_DS,True,False
C-416/23,3,MIXED,0,DPA_POWERS,FIRST,1,ENFORCEMENT,0,"When faced with excessive requests, supervisory authorities may choose between charging a fee or refusing to act, provided the choice is appropriate, necessary, and proportionate.",Gives DPAs discretion but constrains it with proportionality requirements to protect data subjects from arbitrary refusals.,C-154/21,PRO_DATA_SUBJECT,1.0,FIRST,2023,RIGHT_OF_ACCESS,1.0,DISCORDANT_CITED_PRO_DS,False,True
C-439/19,1,PRO_DATA_SUBJECT,1,SPECIAL_CATEGORIES_CONDITIONS,GRAND_CHAMBER,1,SPECIAL_CATEGORIES,0,Personal data relating to penalty points imposed on drivers for road traffic offences falls within Article 10 GDPR as data relating to criminal offences.,"Expands scope of Article 10 GDPR to cover road traffic offences despite their administrative classification under national law, enhancing data subject protections.",C-272/19,PRO_DATA_SUBJECT,1.0,THIRD,2020,CONTROLLER_DEFINITION,1.0,CONCORDANT_PRO_DS,True,False
C-439/19,1,PRO_DATA_SUBJECT,1,SPECIAL_CATEGORIES_CONDITIONS,GRAND_CHAMBER,1,SPECIAL_CATEGORIES,0,Personal data relating to penalty points imposed on drivers for road traffic offences falls within Article 10 GDPR as data relating to criminal offences.,"Expands scope of Article 10 GDPR to cover road traffic offences despite their administrative classification under national law, enhancing data subject protections.",C-311/18,PRO_DATA_SUBJECT,0.8,GRAND_CHAMBER,2020,INTERNATIONAL_TRANSFER,1.0,CONCORDANT_PRO_DS,True,False
C-439/19,1,PRO_DATA_SUBJECT,1,SPECIAL_CATEGORIES_CONDITIONS,GRAND_CHAMBER,1,SPECIAL_CATEGORIES,0,Personal data relating to penalty points imposed on drivers for road traffic offences falls within Article 10 GDPR as data relating to criminal offences.,"Expands scope of Article 10 GDPR to cover road traffic offences despite their administrative classification under national law, enhancing data subject protections.",C-673/17,PRO_DATA_SUBJECT,1.0,GRAND_CHAMBER,2019,CONSENT_BASIS,1.0,CONCORDANT_PRO_DS,True,False
C-439/19,2,PRO_DATA_SUBJECT,1,DATA_PROTECTION_PRINCIPLES,GRAND_CHAMBER,1,PRINCIPLES,0,GDPR precludes national legislation obliging public disclosure of penalty points data to anyone without requiring a specific interest.,"Finds public disclosure of penalty points data unlawful as disproportionate, prioritizing data subject privacy over transparency and road safety justifications.",C-496/17,MIXED,0.0,THIRD,2019,DATA_PROTECTION_PRINCIPLES,0.0,DISCORDANT_CITED_PRO_CTRL,False,True
C-439/19,2,PRO_DATA_SUBJECT,1,DATA_PROTECTION_PRINCIPLES,GRAND_CHAMBER,1,PRINCIPLES,0,GDPR precludes national legislation obliging public disclosure of penalty points data to anyone without requiring a specific interest.,"Finds public disclosure of penalty points data unlawful as disproportionate, prioritizing data subject privacy over transparency and road safety justifications.",C-311/18,PRO_DATA_SUBJECT,0.8,GRAND_CHAMBER,2020,INTERNATIONAL_TRANSFER,1.0,CONCORDANT_PRO_DS,True,False
C-446/21,1,PRO_DATA_SUBJECT,1,DATA_MINIMISATION,FOURTH,1,PRINCIPLES,0,The data minimisation principle precludes unlimited aggregation and processing of all personal data from a social network platform for targeted advertising purposes.,"Restricts controller's ability to aggregate and process unlimited personal data for advertising, strengthening data subject protection against pervasive tracking.",C-439/19,PRO_DATA_SUBJECT,0.75,GRAND_CHAMBER,2021,DATA_PROTECTION_PRINCIPLES,0.5,CONCORDANT_PRO_DS,True,False
C-446/21,1,PRO_DATA_SUBJECT,1,DATA_MINIMISATION,FOURTH,1,PRINCIPLES,0,The data minimisation principle precludes unlimited aggregation and processing of all personal data from a social network platform for targeted advertising purposes.,"Restricts controller's ability to aggregate and process unlimited personal data for advertising, strengthening data subject protection against pervasive tracking.",C-175/20,PRO_DATA_SUBJECT,0.6666666666666666,FIFTH,2022,DATA_PROTECTION_PRINCIPLES,1.0,CONCORDANT_PRO_DS,True,False
C-446/21,1,PRO_DATA_SUBJECT,1,DATA_MINIMISATION,FOURTH,1,PRINCIPLES,0,The data minimisation principle precludes unlimited aggregation and processing of all personal data from a social network platform for targeted advertising purposes.,"Restricts controller's ability to aggregate and process unlimited personal data for advertising, strengthening data subject protection against pervasive tracking.",C-77/21,PRO_CONTROLLER,0.5,FIRST,2022,DATA_PROTECTION_PRINCIPLES,1.0,MIXED_CITED,False,False
C-446/21,1,PRO_DATA_SUBJECT,1,DATA_MINIMISATION,FOURTH,1,PRINCIPLES,0,The data minimisation principle precludes unlimited aggregation and processing of all personal data from a social network platform for targeted advertising purposes.,"Restricts controller's ability to aggregate and process unlimited personal data for advertising, strengthening data subject protection against pervasive tracking.",C-252/21,PRO_DATA_SUBJECT,0.625,GRAND_CHAMBER,2023,CONSENT_BASIS,0.75,CONCORDANT_PRO_DS,True,False
C-446/21,1,PRO_DATA_SUBJECT,1,DATA_MINIMISATION,FOURTH,1,PRINCIPLES,0,The data minimisation principle precludes unlimited aggregation and processing of all personal data from a social network platform for targeted advertising purposes.,"Restricts controller's ability to aggregate and process unlimited personal data for advertising, strengthening data subject protection against pervasive tracking.",C-604/22,MIXED,0.5,FOURTH,2024,JOINT_CONTROLLERS_DEFINITION,1.0,MIXED_CITED,False,False
C-446/21,1,PRO_DATA_SUBJECT,1,DATA_MINIMISATION,FOURTH,1,PRINCIPLES,0,The data minimisation principle precludes unlimited aggregation and processing of all personal data from a social network platform for targeted advertising purposes.,"Restricts controller's ability to aggregate and process unlimited personal data for advertising, strengthening data subject protection against pervasive tracking.",C-757/22,PRO_DATA_SUBJECT,1.0,FOURTH,2024,REPRESENTATIVE_ACTIONS,1.0,CONCORDANT_PRO_DS,True,False
C-446/21,2,PRO_DATA_SUBJECT,1,SPECIAL_CATEGORIES_CONDITIONS,FOURTH,1,SPECIAL_CATEGORIES,0,Making a public statement about sexual orientation does not authorize processing of other data relating to that person's sexual orientation for advertising.,Narrow interpretation of Article 9(2)(e) exception prevents controller from using public disclosure of sensitive data to justify processing other related sensitive data.,C-252/21,PRO_DATA_SUBJECT,0.625,GRAND_CHAMBER,2023,CONSENT_BASIS,0.75,CONCORDANT_PRO_DS,True,False
C-446/21,2,PRO_DATA_SUBJECT,1,SPECIAL_CATEGORIES_CONDITIONS,FOURTH,1,SPECIAL_CATEGORIES,0,Making a public statement about sexual orientation does not authorize processing of other data relating to that person's sexual orientation for advertising.,Narrow interpretation of Article 9(2)(e) exception prevents controller from using public disclosure of sensitive data to justify processing other related sensitive data.,C-667/21,MIXED,0.2,THIRD,2023,SPECIAL_CATEGORIES_CONDITIONS,0.4,DISCORDANT_CITED_PRO_CTRL,False,True
C-453/21,1,NEUTRAL_OR_UNCLEAR,0,DPA_OTHER,SIXTH,1,ENFORCEMENT,0,"National legislation may require just cause for dismissing a DPO beyond GDPR requirements, provided such legislation does not undermine GDPR objectives.","The Court permits Member States discretion to provide stronger DPO protections while allowing dismissal for conflict of interests, balancing both DPO protection and controller flexibility.",C-534/20,NEUTRAL_OR_UNCLEAR,0.0,FIRST,2022,DPA_OTHER,1.0,CONCORDANT_PRO_CTRL,True,False
C-456/22,1,MIXED,0,REMEDIES_COMPENSATION,THIRD,1,ENFORCEMENT,1,Article 82(1) GDPR precludes a de minimis threshold for non-material damage but data subjects must prove actual damage beyond mere infringement.,Rejects de minimis threshold (pro-data subject) but requires proof of actual damage beyond mere infringement (pro-controller).,C-300/21,MIXED,0.3333333333333333,THIRD,2023,REMEDIES_COMPENSATION,0.3333333333333333,CONCORDANT_PRO_CTRL,True,False
C-456/22,1,MIXED,0,REMEDIES_COMPENSATION,THIRD,1,ENFORCEMENT,1,Article 82(1) GDPR precludes a de minimis threshold for non-material damage but data subjects must prove actual damage beyond mere infringement.,Rejects de minimis threshold (pro-data subject) but requires proof of actual damage beyond mere infringement (pro-controller).,C-340/21,PRO_DATA_SUBJECT,0.6666666666666666,THIRD,2023,SECURITY,1.0,DISCORDANT_CITED_PRO_DS,False,True
C-46/23,1,PRO_DATA_SUBJECT,1,DPA_POWERS,FIFTH,1,ENFORCEMENT,0,A supervisory authority may order the erasure of unlawfully processed personal data without a prior request from the data subject.,"Expands DPA powers to enforce erasure proactively, strengthening data subject protection even when individuals are unaware of unlawful processing.",C-311/18,PRO_DATA_SUBJECT,0.8,GRAND_CHAMBER,2020,INTERNATIONAL_TRANSFER,1.0,CONCORDANT_PRO_DS,True,False
C-46/23,1,PRO_DATA_SUBJECT,1,DPA_POWERS,FIFTH,1,ENFORCEMENT,0,A supervisory authority may order the erasure of unlawfully processed personal data without a prior request from the data subject.,"Expands DPA powers to enforce erasure proactively, strengthening data subject protection even when individuals are unaware of unlawful processing.",C-319/20,PRO_DATA_SUBJECT,1.0,THIRD,2022,REPRESENTATIVE_ACTIONS,1.0,CONCORDANT_PRO_DS,True,False
C-460/20,2,PRO_DATA_SUBJECT,1,RIGHT_TO_ERASURE,GRAND_CHAMBER,1,RIGHTS,0,"For thumbnail image de-referencing requests, the informative value of photographs must be assessed independently regardless of original publication context.",Requires autonomous assessment of thumbnail displays favoring de-referencing since photographs outside original context have limited informative value while causing significant privacy interference.,C-184/20,PRO_DATA_SUBJECT,1.0,GRAND_CHAMBER,2022,LEGAL_OBLIGATION_BASIS,1.0,CONCORDANT_PRO_DS,True,False
C-461/22,1,PRO_DATA_SUBJECT,1,CONTROLLER_DEFINITION,NINTH,1,ACTORS,0,A former guardian who performed duties professionally is a controller under Article 4(7) GDPR and must comply with the regulation including the right of access.,"The Court confirms that a former guardian is a controller, thereby ensuring the data subject can exercise access rights against them.",C-33/22,PRO_DATA_SUBJECT,1.0,GRAND_CHAMBER,2024,SCOPE_MATERIAL,0.6666666666666666,CONCORDANT_PRO_DS,True,False
C-487/21,1,PRO_DATA_SUBJECT,1,RIGHT_OF_ACCESS,FIRST,1,RIGHTS,0,"The right to obtain a copy of personal data under Article 15(3) GDPR requires a faithful and intelligible reproduction of all data, including document extracts or entire documents where necessary for effective exercise of rights.",Expands the right of access to include copies of documents and database extracts where necessary to exercise rights effectively.,C-175/20,PRO_DATA_SUBJECT,0.6666666666666666,FIFTH,2022,DATA_PROTECTION_PRINCIPLES,1.0,CONCORDANT_PRO_DS,True,False
C-487/21,1,PRO_DATA_SUBJECT,1,RIGHT_OF_ACCESS,FIRST,1,RIGHTS,0,"The right to obtain a copy of personal data under Article 15(3) GDPR requires a faithful and intelligible reproduction of all data, including document extracts or entire documents where necessary for effective exercise of rights.",Expands the right of access to include copies of documents and database extracts where necessary to exercise rights effectively.,C-154/21,PRO_DATA_SUBJECT,1.0,FIRST,2023,RIGHT_OF_ACCESS,1.0,CONCORDANT_PRO_DS,True,False
C-487/21,1,PRO_DATA_SUBJECT,1,RIGHT_OF_ACCESS,FIRST,1,RIGHTS,0,"The right to obtain a copy of personal data under Article 15(3) GDPR requires a faithful and intelligible reproduction of all data, including document extracts or entire documents where necessary for effective exercise of rights.",Expands the right of access to include copies of documents and database extracts where necessary to exercise rights effectively.,C-453/21,NEUTRAL_OR_UNCLEAR,0.5,SIXTH,2023,DPA_OTHER,1.0,MIXED_CITED,False,False
C-492/23,1,PRO_DATA_SUBJECT,1,JOINT_CONTROLLERS_DEFINITION,GRAND_CHAMBER,1,ACTORS,0,"Online marketplace operators must identify advertisements containing sensitive data, verify advertiser identity, and refuse publication absent explicit consent from the data subject.","Imposes significant new obligations on marketplace operators to proactively identify sensitive data, verify identity, and refuse publication, expanding controller accountability.",C-667/21,MIXED,0.2,THIRD,2023,SPECIAL_CATEGORIES_CONDITIONS,0.4,DISCORDANT_CITED_PRO_CTRL,False,True
C-492/23,1,PRO_DATA_SUBJECT,1,JOINT_CONTROLLERS_DEFINITION,GRAND_CHAMBER,1,ACTORS,0,"Online marketplace operators must identify advertisements containing sensitive data, verify advertiser identity, and refuse publication absent explicit consent from the data subject.","Imposes significant new obligations on marketplace operators to proactively identify sensitive data, verify identity, and refuse publication, expanding controller accountability.",C-184/20,PRO_DATA_SUBJECT,1.0,GRAND_CHAMBER,2022,LEGAL_OBLIGATION_BASIS,1.0,CONCORDANT_PRO_DS,True,False
C-492/23,1,PRO_DATA_SUBJECT,1,JOINT_CONTROLLERS_DEFINITION,GRAND_CHAMBER,1,ACTORS,0,"Online marketplace operators must identify advertisements containing sensitive data, verify advertiser identity, and refuse publication absent explicit consent from the data subject.","Imposes significant new obligations on marketplace operators to proactively identify sensitive data, verify identity, and refuse publication, expanding controller accountability.",C-683/21,PRO_DATA_SUBJECT,0.75,GRAND_CHAMBER,2023,ADMINISTRATIVE_FINES,0.5,CONCORDANT_PRO_DS,True,False
C-492/23,1,PRO_DATA_SUBJECT,1,JOINT_CONTROLLERS_DEFINITION,GRAND_CHAMBER,1,ACTORS,0,"Online marketplace operators must identify advertisements containing sensitive data, verify advertiser identity, and refuse publication absent explicit consent from the data subject.","Imposes significant new obligations on marketplace operators to proactively identify sensitive data, verify identity, and refuse publication, expanding controller accountability.",C-460/20,MIXED,0.5,GRAND_CHAMBER,2022,RIGHT_TO_ERASURE,1.0,MIXED_CITED,False,False
C-492/23,1,PRO_DATA_SUBJECT,1,JOINT_CONTROLLERS_DEFINITION,GRAND_CHAMBER,1,ACTORS,0,"Online marketplace operators must identify advertisements containing sensitive data, verify advertiser identity, and refuse publication absent explicit consent from the data subject.","Imposes significant new obligations on marketplace operators to proactively identify sensitive data, verify identity, and refuse publication, expanding controller accountability.",C-687/21,PRO_CONTROLLER,0.0,THIRD,2024,REMEDIES_COMPENSATION,0.4,DISCORDANT_CITED_PRO_CTRL,False,True
C-492/23,1,PRO_DATA_SUBJECT,1,JOINT_CONTROLLERS_DEFINITION,GRAND_CHAMBER,1,ACTORS,0,"Online marketplace operators must identify advertisements containing sensitive data, verify advertiser identity, and refuse publication absent explicit consent from the data subject.","Imposes significant new obligations on marketplace operators to proactively identify sensitive data, verify identity, and refuse publication, expanding controller accountability.",C-394/23,PRO_DATA_SUBJECT,1.0,FIRST,2025,DATA_PROTECTION_PRINCIPLES,1.0,CONCORDANT_PRO_DS,True,False
C-492/23,1,PRO_DATA_SUBJECT,1,JOINT_CONTROLLERS_DEFINITION,GRAND_CHAMBER,1,ACTORS,0,"Online marketplace operators must identify advertisements containing sensitive data, verify advertiser identity, and refuse publication absent explicit consent from the data subject.","Imposes significant new obligations on marketplace operators to proactively identify sensitive data, verify identity, and refuse publication, expanding controller accountability.",C-129/21,PRO_DATA_SUBJECT,1.0,FOURTH,2022,RIGHT_TO_ERASURE,0.75,CONCORDANT_PRO_DS,True,False
C-492/23,2,PRO_DATA_SUBJECT,1,SECURITY,GRAND_CHAMBER,1,OTHER,0,Online marketplace operators must implement security measures to prevent sensitive data advertisements from being copied and unlawfully published on other websites.,"Requires marketplace operators to implement technical measures preventing copying and reproduction of sensitive data, enhancing protection against permanent harm.",C-340/21,PRO_DATA_SUBJECT,0.6666666666666666,THIRD,2023,SECURITY,1.0,CONCORDANT_PRO_DS,True,False
C-492/23,2,PRO_DATA_SUBJECT,1,SECURITY,GRAND_CHAMBER,1,OTHER,0,Online marketplace operators must implement security measures to prevent sensitive data advertisements from being copied and unlawfully published on other websites.,"Requires marketplace operators to implement technical measures preventing copying and reproduction of sensitive data, enhancing protection against permanent harm.",C-667/21,MIXED,0.2,THIRD,2023,SPECIAL_CATEGORIES_CONDITIONS,0.4,DISCORDANT_CITED_PRO_CTRL,False,True
C-507/23,1,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,EIGHTH,1,ENFORCEMENT,1,A GDPR infringement alone does not constitute damage; actual damage must be separately established to claim compensation under Article 82(1).,"Requires data subjects to prove actual damage beyond mere GDPR infringement, raising the threshold for compensation claims.",C-300/21,MIXED,0.3333333333333333,THIRD,2023,REMEDIES_COMPENSATION,0.3333333333333333,CONCORDANT_PRO_CTRL,True,False
C-507/23,1,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,EIGHTH,1,ENFORCEMENT,1,A GDPR infringement alone does not constitute damage; actual damage must be separately established to claim compensation under Article 82(1).,"Requires data subjects to prove actual damage beyond mere GDPR infringement, raising the threshold for compensation claims.",C-590/22,PRO_CONTROLLER,0.25,THIRD,2024,REMEDIES_COMPENSATION,0.5,CONCORDANT_PRO_CTRL,True,False
C-507/23,1,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,EIGHTH,1,ENFORCEMENT,1,A GDPR infringement alone does not constitute damage; actual damage must be separately established to claim compensation under Article 82(1).,"Requires data subjects to prove actual damage beyond mere GDPR infringement, raising the threshold for compensation claims.",C-456/22,MIXED,0.0,THIRD,2023,REMEDIES_COMPENSATION,1.0,CONCORDANT_PRO_CTRL,True,False
C-507/23,1,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,EIGHTH,1,ENFORCEMENT,1,A GDPR infringement alone does not constitute damage; actual damage must be separately established to claim compensation under Article 82(1).,"Requires data subjects to prove actual damage beyond mere GDPR infringement, raising the threshold for compensation claims.",C-741/21,PRO_CONTROLLER,0.3333333333333333,THIRD,2024,REMEDIES_COMPENSATION,0.6666666666666666,CONCORDANT_PRO_CTRL,True,False
C-507/23,2,MIXED,0,REMEDIES_COMPENSATION,EIGHTH,0,ENFORCEMENT,1,An apology may constitute sufficient compensation for non-material damage under Article 82(1) if it fully compensates the damage suffered.,"Allows non-monetary compensation (apology) which could benefit controllers, but requires full compensation which protects data subjects.",C-300/21,MIXED,0.3333333333333333,THIRD,2023,REMEDIES_COMPENSATION,0.3333333333333333,CONCORDANT_PRO_CTRL,True,False
C-507/23,2,MIXED,0,REMEDIES_COMPENSATION,EIGHTH,0,ENFORCEMENT,1,An apology may constitute sufficient compensation for non-material damage under Article 82(1) if it fully compensates the damage suffered.,"Allows non-monetary compensation (apology) which could benefit controllers, but requires full compensation which protects data subjects.",C-590/22,PRO_CONTROLLER,0.25,THIRD,2024,REMEDIES_COMPENSATION,0.5,CONCORDANT_PRO_CTRL,True,False
C-507/23,3,PRO_DATA_SUBJECT,1,REMEDIES_COMPENSATION,EIGHTH,0,ENFORCEMENT,1,Controller attitude and motivation cannot be used to reduce compensation below the actual damage suffered by the data subject.,Prevents controllers from using good faith or public interest motivations to reduce compensation below actual damage suffered.,C-300/21,MIXED,0.3333333333333333,THIRD,2023,REMEDIES_COMPENSATION,0.3333333333333333,DISCORDANT_CITED_PRO_CTRL,False,True
C-507/23,3,PRO_DATA_SUBJECT,1,REMEDIES_COMPENSATION,EIGHTH,0,ENFORCEMENT,1,Controller attitude and motivation cannot be used to reduce compensation below the actual damage suffered by the data subject.,Prevents controllers from using good faith or public interest motivations to reduce compensation below actual damage suffered.,C-590/22,PRO_CONTROLLER,0.25,THIRD,2024,REMEDIES_COMPENSATION,0.5,DISCORDANT_CITED_PRO_CTRL,False,True
C-507/23,3,PRO_DATA_SUBJECT,1,REMEDIES_COMPENSATION,EIGHTH,0,ENFORCEMENT,1,Controller attitude and motivation cannot be used to reduce compensation below the actual damage suffered by the data subject.,Prevents controllers from using good faith or public interest motivations to reduce compensation below actual damage suffered.,C-741/21,PRO_CONTROLLER,0.3333333333333333,THIRD,2024,REMEDIES_COMPENSATION,0.6666666666666666,DISCORDANT_CITED_PRO_CTRL,False,True
C-579/21,1,PRO_DATA_SUBJECT,1,RIGHT_OF_ACCESS,FIRST,0,RIGHTS,0,Article 15 GDPR applies to access requests submitted after 25 May 2018 even if the underlying processing occurred before that date.,Broad temporal application expands scope of access rights to cover pre-GDPR processing operations.,C-645/19,PRO_DATA_SUBJECT,0.8,GRAND_CHAMBER,2021,DPA_POWERS,0.4,CONCORDANT_PRO_DS,True,False
C-579/21,2,MIXED,0,RIGHT_OF_ACCESS,FIRST,1,RIGHTS,0,"Data subjects have a right of access to log data concerning dates and purposes of consultation operations, but not to employee identities unless essential for exercising GDPR rights and balanced against employee rights.","Expands access to log data (dates, purposes) but limits access to employee identities by requiring balancing with employee rights.",C-154/21,PRO_DATA_SUBJECT,1.0,FIRST,2023,RIGHT_OF_ACCESS,1.0,DISCORDANT_CITED_PRO_DS,False,True
C-579/21,2,MIXED,0,RIGHT_OF_ACCESS,FIRST,1,RIGHTS,0,"Data subjects have a right of access to log data concerning dates and purposes of consultation operations, but not to employee identities unless essential for exercising GDPR rights and balanced against employee rights.","Expands access to log data (dates, purposes) but limits access to employee identities by requiring balancing with employee rights.",C-487/21,NEUTRAL_OR_UNCLEAR,0.5,FIRST,2023,RIGHT_OF_ACCESS,0.5,MIXED_CITED,False,False
C-579/21,2,MIXED,0,RIGHT_OF_ACCESS,FIRST,1,RIGHTS,0,"Data subjects have a right of access to log data concerning dates and purposes of consultation operations, but not to employee identities unless essential for exercising GDPR rights and balanced against employee rights.","Expands access to log data (dates, purposes) but limits access to employee identities by requiring balancing with employee rights.",C-311/18,PRO_DATA_SUBJECT,0.8,GRAND_CHAMBER,2020,INTERNATIONAL_TRANSFER,1.0,DISCORDANT_CITED_PRO_DS,False,True
C-590/22,1,MIXED,0,REMEDIES_COMPENSATION,THIRD,1,ENFORCEMENT,1,"A GDPR infringement alone does not confer a right to compensation; the data subject must prove actual damage, though no severity threshold applies.",Requires proof of damage (pro-controller) but rejects severity threshold (pro-data subject).,C-300/21,MIXED,0.3333333333333333,THIRD,2023,REMEDIES_COMPENSATION,0.3333333333333333,CONCORDANT_PRO_CTRL,True,False
C-590/22,1,MIXED,0,REMEDIES_COMPENSATION,THIRD,1,ENFORCEMENT,1,"A GDPR infringement alone does not confer a right to compensation; the data subject must prove actual damage, though no severity threshold applies.",Requires proof of damage (pro-controller) but rejects severity threshold (pro-data subject).,C-741/21,PRO_CONTROLLER,0.3333333333333333,THIRD,2024,REMEDIES_COMPENSATION,0.6666666666666666,CONCORDANT_PRO_CTRL,True,False
C-590/22,2,PRO_DATA_SUBJECT,1,REMEDIES_COMPENSATION,THIRD,1,ENFORCEMENT,1,Fear of personal data disclosure to third parties can constitute compensable non-material damage if the fear and its negative consequences are duly proven.,Broad interpretation of non-material damage allows compensation for fear even without proving actual disclosure.,C-300/21,MIXED,0.3333333333333333,THIRD,2023,REMEDIES_COMPENSATION,0.3333333333333333,DISCORDANT_CITED_PRO_CTRL,False,True
C-590/22,2,PRO_DATA_SUBJECT,1,REMEDIES_COMPENSATION,THIRD,1,ENFORCEMENT,1,Fear of personal data disclosure to third parties can constitute compensable non-material damage if the fear and its negative consequences are duly proven.,Broad interpretation of non-material damage allows compensation for fear even without proving actual disclosure.,C-687/21,PRO_CONTROLLER,0.0,THIRD,2024,REMEDIES_COMPENSATION,0.4,DISCORDANT_CITED_PRO_CTRL,False,True
C-590/22,2,PRO_DATA_SUBJECT,1,REMEDIES_COMPENSATION,THIRD,1,ENFORCEMENT,1,Fear of personal data disclosure to third parties can constitute compensable non-material damage if the fear and its negative consequences are duly proven.,Broad interpretation of non-material damage allows compensation for fear even without proving actual disclosure.,C-340/21,PRO_DATA_SUBJECT,0.6666666666666666,THIRD,2023,SECURITY,1.0,CONCORDANT_PRO_DS,True,False
C-590/22,2,PRO_DATA_SUBJECT,1,REMEDIES_COMPENSATION,THIRD,1,ENFORCEMENT,1,Fear of personal data disclosure to third parties can constitute compensable non-material damage if the fear and its negative consequences are duly proven.,Broad interpretation of non-material damage allows compensation for fear even without proving actual disclosure.,C-741/21,PRO_CONTROLLER,0.3333333333333333,THIRD,2024,REMEDIES_COMPENSATION,0.6666666666666666,DISCORDANT_CITED_PRO_CTRL,False,True
C-590/22,3,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,THIRD,0,ENFORCEMENT,1,"Article 83 administrative fine criteria do not apply to compensation assessment, and Article 82 compensation has no dissuasive or punitive function.","Limits compensation to actual damage suffered without punitive or dissuasive elements, reducing potential liability.",C-300/21,MIXED,0.3333333333333333,THIRD,2023,REMEDIES_COMPENSATION,0.3333333333333333,CONCORDANT_PRO_CTRL,True,False
C-590/22,3,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,THIRD,0,ENFORCEMENT,1,"Article 83 administrative fine criteria do not apply to compensation assessment, and Article 82 compensation has no dissuasive or punitive function.","Limits compensation to actual damage suffered without punitive or dissuasive elements, reducing potential liability.",C-741/21,PRO_CONTROLLER,0.3333333333333333,THIRD,2024,REMEDIES_COMPENSATION,0.6666666666666666,CONCORDANT_PRO_CTRL,True,False
C-590/22,3,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,THIRD,0,ENFORCEMENT,1,"Article 83 administrative fine criteria do not apply to compensation assessment, and Article 82 compensation has no dissuasive or punitive function.","Limits compensation to actual damage suffered without punitive or dissuasive elements, reducing potential liability.",C-667/21,MIXED,0.2,THIRD,2023,SPECIAL_CATEGORIES_CONDITIONS,0.4,CONCORDANT_PRO_CTRL,True,False
C-604/22,1,PRO_DATA_SUBJECT,1,PERSONAL_DATA_SCOPE,FOURTH,1,SCOPE,0,A TC String encoding user consent preferences constitutes personal data when it can be associated by reasonable means with identifiers allowing user identification.,Broad interpretation of personal data scope captures TC Strings even when organization lacks direct access to combined identifiers.,C-487/21,NEUTRAL_OR_UNCLEAR,0.5,FIRST,2023,RIGHT_OF_ACCESS,0.5,MIXED_CITED,False,False
